sentence_id	token	label
121	lights	O
121	were	O
121	off	O
121	.	O
121	He	O
121	got	O
121	annoyed	O
121	that	O
121	I	O
121	was	O
121	blaming	O
121	him	O
121	and	O
121	I	O
121	got	O
121	annoyed	O
121	that	O
121	he	O
121	got	O
121	annoyed	O
121	for	O
121	me	O
121	blaming	O
121	him	O
121	when	O
121	it	O
121	was	O
121	his	O
121	fault	O
121	.	O
121	He	O
121	eventually	O
121	found	O
121	them	O
121	obviously	O
121	because	O
121	I	O
121	'm	O
121	wearing	O
121	them	O
121	but	O
121	that	O
121	was	O
121	a	O
121	stressful	O
121	way	O
121	to	O
121	wake	O
121	up	O
121	.	O
156	My	O
156	dad	O
156	makes	O
156	a	O
156	big	O
156	deal	O
156	of	O
156	his	O
156	not	O
156	being	O
156	a	O
156	native	O
156	English	O
156	speaker	O
156	even	O
156	though	O
156	he	O
156	learned	O
156	English	O
156	when	O
156	he	O
156	was	O
156	eight	B-date
156	years	I-date
156	old	I-date
156	and	O
156	has	O
156	been	O
156	speaking	O
156	it	O
156	since	O
156	then	O
156	and	O
156	speaks	O
156	fluently	O
156	.	O
156	I	O
156	think	O
156	he	O
156	just	O
156	uses	O
156	it	O
156	as	O
156	an	O
156	excuse	O
156	but	O
156	with	O
156	the	O
156	written	O
156	word	O
156	you	O
156	can	O
156	reread	O
156	it	O
156	if	O
156	you	O
156	do	O
156	n't	O
156	understand	O
156	and	O
156	there	O
156	's	O
156	a	O
156	wall	O
156	.	O
218	Yeah	O
218	I	O
218	am	O
218	actually	O
218	yeah	O
218	yeah	O
218	.	O
218	Ok	O
218	so	O
218	just	O
218	so	O
218	that	O
218	I	O
218	ve	O
218	got	O
218	the	O
218	story	O
218	straight	O
218	this	O
218	all	O
218	began	O
218	about	B-date
218	6	I-date
218	months	I-date
218	ago	I-date
218	before	O
218	that	O
218	had	O
218	you	O
218	had	O
218	anything	O
218	like	O
218	this	O
218	No	O
218	not	O
218	at	O
218	all	O
218	I	O
218	mean	O
218	I	O
218	think	O
218	we	O
218	had	O
218	a	O
218	new	O
218	manager	O
218	at	O
218	work	O
218	I	O
218	work	O
218	in	O
218	a	O
218	bank	O
218	actually	O
218	and	O
218	then	O
218	we	O
218	had	O
218	a	O
218	new	O
218	computer	O
218	system	O
218	put	O
218	in	O
218	and	O
218	so	O
218	it	O
218	became	O
218	very	O
218	much	O
218	more	O
218	stressful	O
218	for	O
218	all	O
218	the	O
218	staff	O
218	not	O
218	just	O
218	me	O
218	-	O
218	and	O
218	I	O
218	can	O
218	sort	O
218	of	O
218	see	O
218	I	O
218	was	O
218	under	O
218	a	O
218	lot	O
218	more	O
218	pressure	O
218	.	O
1000	Were	O
1000	you	O
1000	ever	O
1000	worried	O
1000	about	O
1000	were	O
1000	you	O
1000	feeling	O
1000	you	O
1000	were	O
1000	getting	O
1000	really	O
1000	addicted	O
1000	or	O
1000	over	O
1000	your	O
1000	head	O
1000	When	O
1000	we	O
1000	did	O
1000	it	O
1000	before	O
1000	class	O
1000	I	O
1000	kind	O
1000	of	O
1000	sat	O
1000	back	O
1000	and	O
1000	reevaluated	O
1000	how	O
1000	much	O
1000	I	O
1000	was	O
1000	doing	O
1000	it	O
1000	and	O
1000	whether	O
1000	it	O
1000	was	O
1000	a	O
1000	good	O
1000	thing	O
1000	or	O
1000	a	O
1000	bad	O
1000	thing	O
1000	and	O
1000	I	O
1000	kind	O
1000	of	O
1000	had	O
1000	this	O
1000	fleeting	O
1000	thought	O
1000	like	O
1000	maybe	O
1000	I	B-person
1000	'm	I-person
1000	getting	O
1000	a	O
1000	little	O
1000	bit	O
1000	carried	O
1000	away	O
1000	but	O
1000	I	O
1000	think	O
1000	because	O
1000	I	O
1000	could	O
1000	n't	O
1000	do	O
1000	it	O
1000	every	O
1000	day	O
1000	and	O
1002	Alright	O
1002	.	O
1002	Keep	O
1002	journaling	O
1002	.	O
1002	If	O
1002	there	O
1002	's	O
1002	a	O
1002	specific	O
1002	distortion	O
1002	at	O
1002	some	O
1002	point	O
1002	.	O
1002	Any	O
1002	one	O
1002	of	O
1002	these	O
1002	that	O
1002	comes	O
1002	up	O
1002	.	O
1002	Something	O
1002	where	O
1002	you	O
1002	get	O
1002	overwhelmed	O
1002	with	O
1002	self	O
1002	-	O
1002	hatred	O
1002	specifically	O
1002	and	O
1002	it	O
1002	escalates	O
1002	.	O
1002	Write	O
1002	about	O
1002	it	O
1002	.	O
1002	Okay	O
1002	Okay	O
1002	.	O
1002	And	O
1002	then	O
1002	bring	O
1002	it	O
1002	in	O
1002	and	O
1002	talk	O
1002	about	O
1002	it	O
1002	.	O
1002	Do	O
1002	you	O
1002	want	O
1002	Should	O
1002	I	O
1002	I	O
1002	would	O
1002	love	O
1002	to	O
1002	look	O
1002	it	O
1002	over	O
1002	yeah	O
1002	.	O
1002	Okay	O
1002	.	O
1002	Thank	O
1002	you	O
1002	.	O
1074	like	O
1074	my	O
1074	pinkie	O
1074	.	O
1074	We	O
1074	would	O
1074	have	O
1074	Jaime	B-person
1074	snacks	O
1074	but	O
1074	I	O
1074	was	O
1074	n't	O
1074	allowed	O
1074	to	O
1074	eat	O
1074	them	O
1074	.	O
1074	Jaime	B-person
1074	Jaime	B-person
1074	sorry	O
1074	his	O
1074	name	O
1074	is	O
1074	Jaime	B-person
1074	like	O
1074	James	B-person
1074	.	O
1074	Oh	O
1074	James	B-person
1074	snacks	O
1074	Yeah	O
1074	like	O
1074	Jaime	B-person
1074	snacks	O
1074	.	O
1074	He	O
1074	would	O
1074	have	O
1074	Cool	O
1074	Ranch	O
1074	Doritos	O
1074	.	O
1074	I	O
1074	remember	O
1074	the	O
1074	Doritos	O
1074	and	O
1074	I	O
1074	was	O
1074	n't	O
1074	allowed	O
1074	to	O
1074	eat	O
1074	the	O
1074	Doritos	O
1074	as	O
1074	much	O
1074	as	O
1074	he	O
1074	was	O
1074	.	O
1074	Because	O
1074	he	O
1074	was	O
1074	thinner	O
1089	Right	O
1089	.	O
1089	You	O
1089	re	O
1089	not	O
1089	going	O
1089	to	O
1089	the	O
1089	pub	O
1089	you	O
1089	re	O
1089	not	O
1089	socializing	O
1089	like	O
1089	you	O
1089	used	O
1089	to	O
1089	No	O
1089	no	O
1089	And	O
1089	you	O
1089	re	O
1089	avoiding	O
1089	things	O
1089	like	O
1089	exercise	O
1089	and	O
1089	things	O
1089	like	O
1089	sex	O
1089	and	O
1089	that	O
1089	s	O
1089	having	O
1089	a	O
1089	bit	O
1089	of	O
1089	a	O
1089	taking	O
1089	its	O
1089	toll	O
1089	on	O
1089	your	O
1089	relationship	O
1089	.	O
1089	It	O
1089	is	O
1089	a	O
1089	bit	O
1089	yeah	O
1089	.	O
1089	Ok	O
1089	ok	O
1089	.	O
1089	And	O
1089	looking	O
1089	at	O
1089	you	O
1089	.	O
1089	I	O
1089	know	O
1089	you	O
1089	ve	O
1089	had	O
1089	an	O
1089	ECG	O
1089	.	O
1089	Yeah	O
1089	yeah	O
1089	What	O
1089	have	O
1089	you	O
1089	been	O
1089	told	O
1089	about	O
1089	the	O
1089	results	O
1089	of	O
1089	that	O
1092	How	O
1092	do	O
1092	I	O
1092	know	O
1092	that	O
1092	he	O
1092	really	O
1092	wants	O
1092	to	O
1092	be	O
1092	married	O
1092	to	O
1092	me	O
1092	if	O
1092	he	O
1092	does	O
1092	n't	O
1092	know	O
1092	any	O
1092	like	O
1092	an	O
1092	idea	O
1092	of	O
1092	a	O
1092	type	O
1092	of	O
1092	career	O
1092	Yeah	O
1092	.	O
1092	Or	O
1092	does	O
1092	he	O
1092	ever	O
1092	want	O
1092	to	O
1092	go	O
1092	back	O
1092	to	O
1092	school	O
1092	Does	O
1092	he	O
1092	ever	O
1092	want	O
1092	to	O
1092	you	O
1092	know	O
1092	own	O
1092	a	O
1092	house	O
1092	and	O
1092	things	O
1092	like	O
1092	that	O
1092	.	O
1092	Mm.	O
1092	Mm	B-person
1092	hm	O
1092	.	O
1093	Alright	O
1093	thank	O
1093	you	O
1093	.	O
1093	Ok	O
1093	can	O
1093	you	O
1093	stop	O
1093	it	O
1093	.	O
1101	the	O
1101	things	O
1101	that	O
1101	you	O
1101	feel	O
1101	like	O
1101	nothing	O
1101	is	O
1101	going	O
1101	to	O
1101	come	O
1101	of	O
1101	this	O
1101	anyway	O
1101	It	O
1101	is	O
1101	.	O
1101	And	O
1101	it	O
1101	's	O
1101	also	O
1101	feeling	O
1101	frustrating	O
1101	to	O
1101	spend	O
1101	like	O
1101	a	B-time
1101	couple	I-time
1101	of	I-time
1101	hours	I-time
1101	and	O
1101	all	O
1101	I	O
1101	can	O
1101	say	O
1101	is	O
1101	I	O
1101	looked	O
1101	through	O
1101	the	O
1101	job	O
1101	boards	O
1101	for	O
1101	this	O
1101	this	O
1101	and	O
1101	this	O
1101	.	O
1101	Mm	O
1101	.	O
1101	And	O
1101	there	O
1101	was	O
1101	nothing	O
1101	.	O
1101	And	O
1101	that	O
1101	time	O
1101	is	O
1101	gone	O
1101	and	O
1101	I	O
1101	still	O
1101	do	O
1101	n't	O
1101	have	O
1101	a	O
1101	job	O
1101	.	O
1101	Mm	O
1101	.	O
1101	It	O
1101	's	O
1101	just	O
1101	yeah	O
1101	it	O
1101	's	O
1101	feeling	O
1101	daunting	O
1101	and	O
1101	exhausting	O
1101	.	O
1101	Yeah	O
1101	.	O
1103	I	O
1103	have	O
1103	a	O
1103	much	O
1103	easier	O
1103	time	O
1103	finding	O
1103	friends	O
1103	than	O
1103	James	B-person
1103	does	O
1103	and	O
1103	I	O
1103	don	O
1103	t	O
1103	know	O
1103	whether	O
1103	that	O
1103	s	O
1103	because	O
1103	I	O
1103	am	O
1103	I	O
1103	don	O
1103	t	O
1103	know	O
1103	better	O
1103	at	O
1103	finding	O
1103	people	O
1103	or	O
1103	less	O
1103	picky	O
1103	about	O
1103	the	O
1103	people	O
1103	that	O
1103	I	O
1103	want	O
1103	to	O
1103	be	O
1103	friends	O
1103	with	O
1103	or	O
1103	whether	O
1103	it	O
1103	s	O
1103	because	O
1103	I	O
1103	m	O
1103	just	O
1103	positioned	O
1103	right	O
1103	in	O
1103	a	O
1103	way	O
1103	that	O
1103	James	B-person
1103	is	O
1103	not	O
1103	.	O
1103	I	O
1103	don	O
1103	t	O
1103	know	O
1103	if	O
1103	the	O
1103	types	O
1103	of	O
1103	people	O
1103	who	O
1103	tend	O
1103	to	O
1103	do	O
1103	graduate	O
1103	degrees	O
1103	in	O
1103	chemistry	O
1103	are	O
1103	all	O
1103	that	O
1103	different	O
1103	from	O
1103	the	O
1103	types	O
1103	of	O
1103	people	O
1103	who	O
1103	tend	O
1103	to	O
1103	do	O
1103	graduate	O
1103	degrees	O
1103	in	O
1103	theology	O
1103	.	O
1159	Yeah	O
1159	you	O
1159	know	O
1159	usually	O
1159	there	O
1159	s	O
1159	like	O
1159	there	O
1159	s	O
1159	some	O
1159	books	O
1159	out	O
1159	and	O
1159	t-	O
1159	shirts	O
1159	and	O
1159	sort	O
1159	of	O
1159	sci-fi	O
1209	And	O
1209	what	O
1209	we	O
1209	need	O
1209	to	O
1209	do	O
1209	is	O
1209	keep	O
1209	working	O
1209	until	O
1209	it	O
1209	's	O
1209	different	O
1209	enough	O
1209	.	O
1209	Yeah	O
1209	.	O
1209	That	O
1209	it	O
1209	's	O
1209	more	O
1209	recognizable	O
1209	.	O
1209	Yeah	O
1209	.	O
1209	But	O
1209	yeah	O
1209	.	O
1209	I	O
1209	guess	O
1209	the	O
1209	other	O
1209	question	O
1209	is	O
1209	also	O
1209	like	O
1209	'	O
1209	did	O
1209	I	O
1209	ever	O
1209	do	O
1209	the	O
1209	whole	O
1209	like	O
1209	signing	O
1209	the	O
1209	waiver	O
1209	for	O
1209	you	O
1209	to	O
1209	talk	O
1209	to	O
1209	Dr.	O
1209	about	O
1209	the	O
1209	medicines	O
1209	.	O
1209	Um	O
1209	hmm	O
1209	Okay	O
1209	.	O
1209	I	O
1209	thought	O
1209	I	O
1209	did	O
1209	.	O
1209	I	O
1209	was	O
1209	just	O
1209	double	O
1209	-	O
1209	I	O
1209	believe	O
1209	that	O
1209	's	O
1209	in	O
1209	your	O
1209	file	O
1209	.	O
1209	checking	O
1209	.	O
1209	Okay	O
1209	.	O
1209	I	O
1209	assume	O
1209	I	O
1209	signed	O
1209	it	O
1209	on	O
1209	her	O
1209	end	O
1209	too	O
1209	.	O
1212	But	O
1212	then	O
1212	there	O
1212	are	O
1212	also	O
1212	assumptions	O
1212	in	O
1212	that	O
1212	that	O
1212	sort	O
1212	of	O
1212	needs	O
1212	to	O
1212	be	O
1212	thought	O
1212	about	O
1212	.	O
1212	Yeah	O
1212	and	O
1212	in	O
1212	this	O
1212	specific	O
1212	case	O
1212	it	O
1212	was	O
1212	n't	O
1212	so	O
1212	much	O
1212	like	O
1212	It	O
1212	was	O
1212	n't	O
1212	so	O
1212	much	O
1212	that	O
1212	I	O
1212	thought	O
1212	she	O
1212	was	O
1212	suicidal	O
1212	in	O
1212	the	O
1212	moment	O
1212	and	O
1212	that	O
1212	anything	O
1212	I	O
1212	said	O
1212	might	O
1212	push	O
1212	her	O
1212	over	O
1212	the	O
1212	edge	O
1212	but	O
1212	it	O
1212	certainly	O
1212	has	O
1212	that	O
1212	subjects	O
1212	related	O
1212	to	O
1212	my	O
1212	behavior	O
1212	in	O
1212	those	O
1212	time	O
1212	periods	O
1212	.	O
1212	It	O
1212	's	O
1212	more	O
1212	than	O
1212	So	O
1212	part	O
1212	of	O
1212	it	O
1212	is	O
1212	that	O
1212	since	O
1212	she	O
1212	's	O
1212	already	O
1212	made	O
1212	the	O
1212	or	O
1212	is	O
1212	about	O
1212	to	O
1212	make	O
1212	the	O
1212	call	O
1212	to	O
1225	it	O
1225	's	O
1225	unfortunate	O
1225	he	O
1225	could	O
1225	n't	O
1225	step	O
1225	out	O
1225	to	O
1225	help	O
1225	you	O
1225	but	O
1225	...	O
1225	She	O
1225	felt	O
1225	like	O
1225	it	O
1225	went	O
1225	back	O
1225	to	O
1225	his	O
1225	...	O
1225	he	O
1225	and	O
1225	Ivan	B-person
1225	are	O
1225	more	O
1225	friends	O
1225	than	O
1225	anything	O
1225	which	O
1225	is	O
1225	...	O
1225	I	O
1225	do	O
1225	n't	O
1225	know	O
1225	how	O
1225	I	O
1225	feel	O
1225	about	O
1225	that	O
1225	but	O
1225	I	O
1225	mean	O
1225	he	O
1225	was	O
1225	not	O
1225	at	O
1225	all	O
1225	able	O
1225	to	O
1225	be	O
1225	...	O
1225	it	O
1225	was	O
1225	n't	O
1225	like	O
1225	an	O
1225	initial	O
1225	hysteria	O
1225	and	O
1225	then	O
1225	he	O
1225	calmed	O
1225	down	O
1225	like	O
1225	had	O
1225	a	O
1225	plan	O
1225	.	O
1225	No	O
1225	...	O
1225	So	O
1225	he	O
1225	was	O
1225	hysterical	O
1225	on	O
1225	the	O
1225	phone	O
1225	He	O
1225	was	O
1225	n't	O
1225	like	O
1225	sobbing	O
1225	and	O
1225	...	O
1225	but	O
1225	he	O
1225	was	O
1225	really	O
1225	emotional	O
1225	and	O
1225	he	O
1225	was	O
1225	very	O
1225	clear	O
1225	that	O
1225	he	O
1225	wanted	O
1225	me	O
1225	to	O
1225	call	O
1307	You	O
1307	know	O
1307	that	O
1307	always	O
1307	brings	O
1307	me	O
1307	out	O
1307	this	O
1307	question	O
1307	of	O
1307	why	O
1307	are	O
1307	you	O
1307	here	O
1307	Why	O
1307	do	O
1307	we	O
1307	do	O
1307	this	O
1307	Like	O
1307	what	O
1307	Yeah	O
1307	.	O
1336	I	O
1336	think	O
1336	without	O
1336	a	O
1336	little	O
1336	a	O
1336	drink	O
1336	or	O
1336	something	O
1336	to	O
1336	make	O
1336	this	O
1336	go	O
1336	smooth	O
1336	I	O
1336	m	O
1336	like	O
1336	I	O
1336	need	O
1336	some	O
1336	form	O
1336	of	O
1336	social	O
1336	lubrication	O
1336	here	O
1336	and	O
1336	being	O
1336	around	O
1336	a	O
1336	lot	O
1336	of	O
1336	really	O
1336	drunk	O
1336	people	O
1336	while	O
1336	sober	O
1336	is	O
1336	boring	O
1336	.	O
1336	I	O
1336	can	O
1336	imagine	O
1336	that	O
1336	exacerbating	O
1336	a	O
1336	bunch	O
1336	of	O
1336	things	O
1336	that	O
1336	already	O
1336	bothered	O
1336	you	O
1336	.	O
1336	Yeah	O
1336	.	O
1336	I	O
1336	mean	O
1336	being	O
1336	with	O
1336	them	O
1336	in	O
1336	the	O
1336	elevators	O
1336	was	O
1336	bad	O
1336	enough	O
1336	.	O
1336	I	O
1336	guess	O
1336	part	O
1336	of	O
1336	what	O
1336	I	O
1336	-	O
1336	What	O
1336	I	O
1336	m	O
1336	wondering	O
1336	about	O
1336	is	O
1336	in	O
1336	the	O
1336	medication	O
1336	I	O
1336	mean	O
1336	...	O
1336	I	O
1336	m	O
1336	like	O
1346	I	O
1346	pull	O
1346	up	O
1346	the	O
1346	index	O
1346	and	O
1346	sure	O
1346	enough	O
1346	the	O
1346	guy	O
1346	who	O
1346	had	O
1346	the	O
1346	property	O
1346	died	O
1346	with	O
1346	a	O
1346	will	O
1346	and	O
1346	all	O
1346	I	O
1346	need	O
1346	to	O
1346	confirm	O
1346	is	O
1346	this	O
1346	one	O
1346	person	O
1346	was	O
1346	the	O
1346	sole	O
1346	heir	O
1346	of	O
1346	the	O
1346	will	O
1346	or	O
1346	the	O
1346	person	O
1346	in	O
1346	the	O
1346	will	O
1346	to	O
1346	get	O
1346	the	O
1346	property	O
1346	.	O
1346	But	O
1346	it	O
1346	's	O
1346	in	O
1346	storage	O
1346	the	O
1346	file	O
1346	is	O
1346	in	O
1346	storage	O
1346	.	O
1346	They	O
1346	're	O
1346	starting	O
1346	to	O
1346	put	O
1346	everything	O
1346	in	O
1346	storage	O
1346	now	O
1346	which	O
1346	fucks	O
1346	me	O
1346	because	O
1346	these	O
1346	are	O
1346	typically	O
1346	the	O
1346	late	O
1346	60s	B-date
1346	and	O
1346	70s	B-date
1346	are	O
1346	when	O
1346	I	O
1346	need	O
1346	probates	O
1346	and	O
1346	those	O
1346	older	O
1346	ones	O
1346	they	O
1346	order	O
1346	on	O
1346	Fridays	B-date
1346	.	O
1406	I	O
1406	'm	O
1406	actually	O
1406	especially	O
1406	sensitive	O
1406	to	O
1406	dirt	O
1406	when	O
1406	you	O
1406	have	O
1406	enough	O
1406	stuff	O
1406	on	O
1406	the	O
1406	floor	O
1406	that	O
1406	you	O
1406	can	O
1406	feel	O
1406	it	O
1406	on	O
1406	your	O
1406	feet	O
1406	especially	O
1406	if	O
1406	you	O
1406	've	O
1406	taken	O
1406	a	O
1406	shower	O
1406	and	O
1406	then	O
1406	your	O
1406	feet	O
1406	are	O
1406	wet	O
1406	and	O
1406	stuff	O
1406	sticks	O
1406	to	O
1406	your	O
1406	feet	O
1406	.	O
1406	It	O
1406	's	O
1406	not	O
1406	a	O
1406	good	O
1406	feeling	O
1406	.	O
1406	It	O
1406	's	O
1406	getting	O
1406	harder	O
1406	and	O
1406	harder	O
1406	to	O
1406	deal	O
1406	with	O
1406	that	O
1406	.	O
1406	So	O
1406	those	O
1406	are	O
1406	the	O
1406	things	O
1406	that	O
1406	are	O
1406	stressing	O
1406	you	O
1406	out	O
1406	those	O
1406	things	O
1406	that	O
1406	are	O
1406	n't	O
1406	the	O
1406	way	O
1406	you	O
1406	would	O
1406	have	O
1406	them	O
1406	are	O
1406	n't	O
1406	really	O
1406	under	O
1406	your	O
1406	control	O
1406	because	O
1406	you	O
1406	're	O
1406	not	O
1406	going	O
1406	to	O
1406	take	O
1406	responsibility	O
1406	for	O
1406	cleaning	O
1406	his	O
1406	place	O
1406	.	O
1444	So	O
1444	that	O
1444	it	O
1444	would	O
1444	n't	O
1444	be	O
1444	something	O
1444	that	O
1444	you	O
1444	would	O
1444	need	O
1444	to	O
1444	sort	O
1444	of	O
1444	have	O
1444	on	O
1444	your	O
1444	mind	O
1444	and	O
1444	work	O
1444	toward	O
1444	.	O
1444	I	O
1444	see	O
1444	.	O
1444	It	O
1444	would	O
1444	be	O
1444	a	O
1444	given	O
1444	.	O
1444	Yeah	O
1444	that	O
1444	's	O
1444	not	O
1444	a	O
1444	given	O
1444	.	O
1444	Yeah	O
1444	.	O
1444	And	O
1444	then	O
1444	the	O
1444	question	O
1444	is	O
1444	-	O
1444	which	O
1444	is	O
1444	I	O
1444	think	O
1444	a	O
1444	big	O
1444	question	O
1444	-	O
1444	but	O
1444	you	O
1444	know	O
1444	why	O
1444	not	O
1444	Yeah	O
1444	so	O
1444	that	O
1444	's	O
1444	one	O
1444	of	O
1444	those	O
1444	like	O
1444	really	O
1444	deep	O
1444	questions	O
1444	that	O
1444	I	O
1444	have	O
1444	a	O
1444	hard	O
1444	time	O
1444	grabbing	O
1444	.	O
1461	Did	O
1461	he	O
1461	call	O
1461	Ivan	B-person
1461	or	O
1461	did	O
1461	Ivan	B-person
1461	's	I-person
1461	mom	O
1461	call	O
1461	Ivan	B-person
1461	Huh	O
1461	uh	O
1461	.	O
1461	No	O
1461	one	O
1461	called	O
1461	him	O
1461	No	O
1461	everybody	O
1461	's	O
1461	acting	O
1461	like	O
1461	nothing	O
1461	ever	O
1461	happened	O
1461	and	O
1461	Martin	B-person
1461	was	O
1461	very	O
1461	clear	O
1461	on	O
1461	the	O
1461	phone	O
1461	he	O
1461	's	O
1461	like	O
1461	This	O
1461	conversation	O
1461	never	O
1461	happened	O
1461	until	O
1461	you	O
1461	hear	O
1461	from	O
1461	Dr.	O
1461	Bourd	B-person
1461	.	O
1472	I	O
1472	am	O
1472	Ok	O
1472	.	O
1472	-	O
1472	yeah	O
1472	just	O
1472	talking	O
1472	about	O
1472	it	O
1472	.	O
1472	I	O
1472	can	O
1472	feel	O
1472	it	O
1472	starting	O
1472	to	O
1472	come	O
1472	up	O
1472	.	O
1472	Right	O
1472	take	O
1472	your	O
1472	time	O
1472	.	O
1472	So	O
1472	your	O
1472	heart	O
1472	starts	O
1472	to	O
1472	race	O
1472	it	O
1472	really	O
1472	beats	O
1472	really	O
1472	fast	O
1472	and	O
1472	you	O
1472	feel	O
1472	like	O
1472	you	O
1472	can	O
1472	t	O
1472	catch	O
1472	your	O
1472	breath	O
1472	is	O
1472	that	O
1472	right	O
1472	Yeah	O
1472	that	O
1472	s	O
1472	exactly	O
1472	it	O
1472	.	O
1472	How	O
1472	long	O
1472	s	O
1472	all	O
1472	this	O
1472	been	O
1472	going	O
1472	on	O
1472	for	O
1472	I	O
1472	think	O
1472	it	O
1472	s	O
1472	probably	O
1472	about	B-date
1472	six	I-date
1472	months	I-date
1472	basically	O
1472	yeah	O
1472	.	O
1472	Right	O
1472	Ok	O
1472	and	O
1472	can	O
1472	you	O
1472	remember	O
1472	what	O
1472	happened	O
1472	to	O
1472	start	O
1472	it	O
1472	all	O
1472	off	O
1473	Yeah	O
1473	.	O
1473	I	O
1473	usually	O
1473	end	O
1473	it	O
1473	always	O
1473	.	O
1473	So	O
1473	far	O
1473	.	O
1473	Yeah	O
1473	.	O
1473	Well	O
1473	no	O
1473	sometimes	O
1473	I	O
1473	m	O
1473	miserable	O
1473	and	O
1473	don	O
1473	t	O
1473	go	O
1473	.	O
1473	Yes	O
1473	that	O
1473	s	O
1473	true	O
1473	but	O
1473	as	O
1473	long	O
1473	as	O
1473	you	O
1473	re	O
1473	around	O
1473	-	O
1473	Yeah	O
1473	.	O
1473	You	O
1473	know	O
1473	I	O
1473	don	O
1473	t	O
1473	like	O
1473	it	O
1473	.	O
1482	Well	O
1482	you	O
1482	have	O
1482	two	B-date
1482	months	I-date
1482	.	O
1482	I	O
1482	have	O
1482	two	B-date
1482	months	I-date
1482	.	O
1482	That	O
1482	's	O
1482	true	O
1482	.	O
1482	I	O
1482	've	O
1482	taken	O
1482	June	B-date
1482	off	O
1482	and	O
1482	I	O
1482	think	O
1482	that	O
1482	was	O
1482	a	O
1482	good	O
1482	call	O
1482	but	O
1482	maybe	O
1482	I	B-person
1482	'll	I-person
1482	be	O
1482	regretting	O
1482	that	O
1482	decision	O
1482	the	B-date
1482	end	I-date
1482	of	I-date
1482	August	I-date
1482	.	O
1482	Perhaps	O
1482	between	O
1482	now	O
1482	and	O
1482	then	O
1482	thinking	O
1482	about	O
1482	what	O
1482	it	O
1482	is	O
1482	that	O
1482	really	O
1482	needs	O
1482	to	O
1482	get	O
1482	done	O
1482	and	O
1482	setting	O
1482	reasonable	O
1482	goals	O
1482	in	O
1482	a	O
1482	timely	O
1482	way	O
1482	it	O
1482	does	O
1482	n't	O
1482	make	O
1482	sense	O
1482	to	O
1482	pack	O
1482	up	O
1482	everything	O
1482	now	O
1482	.	O
1482	There	O
1482	may	O
1482	be	O
1482	things	O
1482	you	O
1482	need	O
1482	but	O
